,Longitude,Latitude,TN [mg/kg]
721,-0.3582,40.259,2000.0
722,-2.5166,38.3423,1300.0
723,-2.5833,38.3784,1500.0
724,-2.5166,38.309,2000.0
725,-2.5305,38.2729,3500.0
726,-2.6139,38.2562,5300.0
727,-2.5861,38.2534,2900.0
728,-2.5972,38.2423,3500.0
729,-2.6,38.2284,1500.0
730,-2.6305,38.2284,3600.0
731,-2.7528,38.0895,2500.0
732,-2.9528,37.9701,2000.0
733,-2.9167,37.9395,800.0
734,-2.8028,37.9201,1800.0
735,-2.8361,37.8228,1400.0
736,-2.975,37.8562,1500.0
737,-2.9778,37.8395,1800.0
738,-3.0056,37.7562,4600.0
739,-2.9861,37.7117,3200.0
740,-2.55,37.9228,4300.0
741,-2.4944,37.9756,1800.0
742,-2.4389,38.0562,1500.0
743,-5.9002,38.734,2980.0
744,-4.8334,39.2173,1640.0
745,-5.9502,38.7507,580.0
746,-5.9418,38.7423,4300.0
747,-4.8584,39.234,5360.0
748,-6.8835,38.4506,800.0
749,-2.9756,36.8034,100.0
750,-2.5806,37.2759,300.0
751,-2.5814,37.2726,800.0
752,-2.5797,37.2657,1100.0
753,-2.5811,37.2521,700.0
754,-2.5811,37.2634,800.0
755,-2.5825,37.2543,800.0
756,-2.5819,37.2682,1000.0
757,-2.5819,37.2701,800.0
758,-2.5678,37.2496,600.0
759,-2.575,37.2548,1100.0
760,-2.57,37.2526,400.0
761,-2.58,37.2801,500.0
762,-2.63,37.2843,600.0
763,-2.6356,37.2848,300.0
764,-2.7877,37.3644,640.0
765,-2.7775,37.3585,320.0
766,-2.7643,37.3705,160.0
767,-5.6113,40.084,6560.0
768,-5.9029,40.0901,2676.0
769,-5.7585,40.084,1900.0
770,-5.8021,40.334,4470.0
771,-5.7196,39.7007,1700.0
772,-6.7085,40.209,1770.0
773,-5.6696,36.6173,8610.0
774,0.0502,40.584,2200.0
775,0.1127,40.1135,2620.0
776,0.0502,40.6507,7200.0
777,-4.9334,38.1173,700.0
778,-4.2167,38.2423,380.0
779,-6.3526,40.193,500.0
780,-7.2986,39.3637,1302.0
781,-7.2699,39.3433,1330.0
782,-7.2459,39.3262,1169.0
783,-5.3603,39.4826,3700.0
784,-5.3445,39.4051,962.0
785,-5.4103,39.5904,2000.0
786,-5.4536,39.5129,1100.0
787,-5.585,39.3876,2800.0
788,-5.3444,39.4717,900.0
789,-5.3523,39.4523,4600.0
790,-5.3374,39.4138,1860.0
791,-6.7818,40.2219,1400.0
792,-6.7876,40.1947,600.0
793,-6.2985,40.2963,1700.0
794,-5.8679,40.2676,3420.0
795,-5.8767,40.2586,342.0
796,-5.7869,40.0565,700.0
797,-6.3382,40.3398,3000.0
798,-6.7846,40.2259,4650.0
799,-6.2772,40.2967,2400.0
800,-5.8621,40.3267,1285.0
801,-5.8295,40.3221,1190.0
802,-5.3355,39.4713,3900.0
803,-6.2772,40.4092,2900.0
804,-6.3869,40.3813,2900.0
805,-6.2635,40.3586,3000.0
806,-6.7783,40.2392,1500.0
807,-5.67,40.2689,1339.0
808,-5.7373,40.2164,2340.0
809,-3.4334,36.9673,2860.0
810,-3.4,36.9506,1000.0
811,-2.8694,37.3839,2100.0
812,-6.4155,39.007,4127.0
813,-5.9002,40.2174,2890.0
814,-6.4481,37.5801,3050.0
815,-6.7502,37.1173,310.0
816,-3.0167,37.884,4600.0
817,-2.7833,38.1173,3390.0
818,-3.8,40.4007,3200.0
819,-3.5695,40.2757,1470.0
820,-3.225,40.5138,2230.0
821,-4.3504,40.2904,690.0
822,-3.8056,40.7496,1000.0
823,-5.0168,36.6989,8970.0
824,-4.9692,36.752,1231.0
825,-0.8416,37.6012,1030.0
826,-4.7168,42.9174,1900.0
827,-8.7448,42.0257,4570.0
828,-2.5833,42.0774,5200.0
829,-2.8333,42.3027,5188.0
830,-6.0699,40.434,2800.0
831,-6.1946,40.5493,3095.0
832,-6.0593,40.479,1000.0
833,-3.9195,43.3966,504.0
834,-4.0251,43.2508,3740.0
835,-4.4029,41.0257,406.0
836,-4.2834,41.0549,380.0
837,-3.8653,41.1924,750.0
838,-4.2834,41.3674,3500.0
839,-4.3917,41.3216,2469.0
840,-4.1723,41.3313,1000.0
841,-4.2626,41.3216,1731.0
842,-4.507,40.8721,620.0
843,-3.6,41.5507,3200.0
844,-4.1445,40.8007,2800.0
845,-3.9667,40.9174,4040.0
846,-3.8081,41.1368,1372.0
847,-3.9417,41.1757,1580.0
848,-3.5417,41.3257,3234.0
849,-3.4095,41.2174,3346.0
850,-4.0112,40.7896,2800.0
851,-3.5584,41.1715,620.0
852,-4.3956,41.4118,406.0
853,-4.5284,41.159,100.0
854,-3.9962,40.9507,3340.0
855,-3.9689,41.2818,4130.0
856,-1.6194,40.5174,3320.0
857,-1.3582,40.384,8000.0
858,-0.6983,40.4009,2110.0
859,-2.4833,42.0096,3895.0
860,-2.4029,42.0841,1708.0
861,-2.8611,41.9499,1400.0
862,-2.7311,42.1119,1160.0
863,-3.0179,41.8507,1900.0
864,-2.5528,42.0035,1010.0
865,-2.7,41.9619,2366.0
866,-2.6694,41.9424,540.0
867,-2.8055,41.9102,2500.0
868,-3.0445,41.3424,2210.0
869,-1.8222,41.8035,4100.0
870,-2.6436,41.4202,4046.0
871,-2.3263,42.1205,800.0
872,-4.3694,40.2759,360.0
873,-4.0126,39.8215,1070.0
874,-4.7876,39.6215,1970.0
875,-4.5195,39.9173,1000.0
876,-4.4579,39.5987,620.0
877,-4.6456,39.6007,2420.0
878,-3.9917,39.8423,784.0
879,-4.0084,39.4651,1930.0
880,-4.0917,39.4007,3460.0
881,-6.4196,42.1799,5928.0
882,-2.7333,42.6841,1130.0
883,-1.6333,39.8007,1000.0
884,-4.4167,40.8507,1000.0
885,-4.4667,40.734,1090.0
886,-3.2334,41.0174,2976.0
887,-4.2501,40.784,210.0
888,-4.5334,39.7173,1000.0
889,-2.6,40.7675,690.0
890,-3.5978,39.3426,760.0
891,-4.1994,40.6714,1850.0
892,-5.3835,39.634,1520.0
893,-3.9834,40.9674,3700.0
894,-2.8666,41.0913,710.0
895,-3.3334,41.9174,1010.0
896,-4.7334,39.4173,557.0
897,-1.2999,42.0674,3120.0
898,-3.6167,42.8841,1700.0
899,-5.1405,36.6011,1600.0
900,-5.1304,36.6506,1000.0
901,-4.9488,36.6637,700.0
902,-4.9475,36.7264,500.0
903,-3.3997,37.1384,1700.0
904,-3.1656,37.1764,3200.0
905,-3.4742,36.9344,2800.0
906,-3.2786,36.9637,2500.0
907,-3.0089,42.4065,3600.0
908,-2.9361,42.3852,2100.0
909,-3.0446,42.3401,5800.0
910,-2.9818,42.3127,2100.0
911,-2.6874,42.3101,2500.0
912,-2.672,42.3087,2900.0
913,-2.8447,42.2998,3900.0
914,-2.8945,42.2614,6200.0
915,-2.7812,42.2824,4700.0
916,-2.734,42.25,2600.0
917,-2.578,42.2541,3100.0
918,-2.2339,42.2698,2900.0
919,-3.0875,42.2081,4800.0
920,-3.0694,42.1686,6800.0
921,-2.9,42.2208,4100.0
922,-2.845,42.2306,6000.0
923,-2.5743,42.2294,2800.0
924,-2.7185,42.1737,3200.0
925,-2.6033,42.168,3500.0
926,-2.5182,42.1292,4900.0
927,-2.4651,42.1431,2700.0
928,-1.8048,41.7949,3300.0
929,-0.8361,42.8303,2900.0
930,-0.982,42.4218,2600.0
931,-0.1637,42.4836,2200.0
932,-3.7233,38.5773,1950.0
933,-2.6019,40.5718,2224.0
934,-4.8644,40.5681,900.0
935,-4.9668,40.4007,2580.0
936,-4.5063,40.8852,1100.0
937,-3.9334,41.3507,400.0
938,-2.6025,41.0682,300.0
939,-3.1781,40.5814,1600.0
940,-2.016,39.8629,1530.0
941,-5.8075,39.9601,3270.0
942,-3.9277,41.0166,2500.0
943,-4.5261,40.4038,2935.0
944,-1.509,41.0895,1844.0
945,-2.808,41.1912,2000.0
946,-5.7485,40.2182,3880.0
947,-4.7769,41.5239,501.0
948,-3.2087,41.1993,3500.0
949,-4.3953,40.3412,400.0
950,-1.5697,40.4836,2248.0
951,-4.5616,40.9765,500.0
952,-3.1333,41.2007,3340.0
953,-2.598,40.6398,1428.0
954,-5.1547,41.6963,1800.0
955,-2.4788,40.0641,3318.0
956,-3.679,40.5363,1230.0
957,-3.9285,40.7598,3200.0
958,-2.6734,41.8728,1100.0
959,-4.4673,39.3351,2579.0
960,-4.6635,41.3343,910.0
961,-4.6031,41.4054,3900.0
962,-3.2017,40.1012,1242.0
963,-5.1672,41.4412,1710.0
964,-4.9745,40.4089,2400.0
965,-6.5027,42.1,3080.0
966,-1.8571,40.1839,8700.0
967,-3.5506,40.3263,1213.0
968,-1.7117,40.541,3267.0
969,-3.8891,40.8898,2234.0
970,-4.3834,39.5173,1040.0
971,-3.6,38.534,550.0
972,-4.4501,40.7507,1460.0
973,-3.4826,41.148,3500.0
974,-5.3668,39.584,4610.0
975,-1.0999,42.7841,1917.0
976,-4.1501,40.734,1070.0
977,-1.7666,41.3507,1150.0
978,-4.1501,40.8007,1640.0
979,-1.9659,40.0961,1720.0
980,-5.2001,40.634,1000.0
981,-4.5001,41.1174,100.0
982,-2.4838,40.1001,3090.0
983,-4.4834,40.3507,1910.0
984,-5.0668,40.2174,1000.0
985,-3.0333,40.5674,1260.0
986,-5.7668,40.034,300.0
987,-3.1833,41.0674,2880.0
988,-4.0667,40.9174,2200.0
989,-0.8207,38.4762,910.0
990,-6.8836,43.5008,3400.0
991,-0.7499,38.5173,405.0
992,-2.3138,40.6668,5700.0
993,-4.5667,41.5481,1130.0
994,-3.9334,41.2507,200.0
995,-5.0001,40.284,713.0
996,-2.7417,41.9174,1020.0
997,-0.6715,38.5193,1000.0
998,-3.9334,41.0007,3000.0
999,-5.5001,41.517,200.0
1000,-3.3634,41.1482,3720.0
1001,-1.9666,40.2007,3200.0
1002,-5.5014,41.5174,1300.0
1003,-0.5006,38.7518,2300.0
1004,-4.5668,40.3174,2200.0
1005,-4.5167,41.3314,100.0
1006,-2.8833,40.684,4300.0
1007,-4.5167,41.4148,1000.0
1008,-4.5334,40.0674,2300.0
1009,-6.9002,39.4507,500.0
1010,-0.8332,38.5506,300.0
1011,-3.7334,38.434,1000.0
1012,-4.95,41.4981,1000.0
1013,-4.3042,42.9975,1900.0
1014,-1.7166,40.8674,500.0
1015,-2.6,41.0674,1000.0
1016,-1.8907,43.1138,2596.0
1017,-1.8509,43.144,3464.0
1018,-1.7341,43.2285,604.0
1019,-1.717,42.985,1022.0
1020,-1.6724,43.0075,996.0
1021,-1.7218,43.0211,1048.0
1022,-1.7592,43.0238,1953.0
1023,-1.6054,43.0814,2213.0
1024,-1.2802,43.1135,1616.0
1025,-1.3117,43.073,1994.0
1026,-1.2411,43.0084,3573.0
1027,-1.2873,42.9337,1486.0
1028,-1.4343,43.1301,1120.0
1029,-1.4637,43.1824,807.0
1030,-1.6212,43.1825,3366.0
1031,-1.9198,42.9389,3370.0
1032,-2.1223,42.8844,708.0
1033,-1.7264,43.2382,1206.0
1034,-3.1981,41.7981,1300.0
1035,-0.0498,40.7007,1600.0
1036,-5.7516,39.5367,6040.0
1037,-5.0473,41.344,1950.0
1038,-3.9667,41.2841,210.0
1039,-1.934,39.9973,2500.0
1040,-2.7,42.2007,2940.0
1041,-2.0999,40.9174,580.0
1042,-2.9339,37.889,1240.0
1043,-3.0667,41.2031,1470.0
1044,-6.0204,39.8601,1420.0
1045,-4.3296,41.0256,540.0
1046,-4.6178,41.3648,430.0
1047,-4.0217,40.8607,3038.0
1048,-3.7953,41.2941,1560.0
1049,-5.4146,43.4705,6100.0
1050,-0.9149,41.5896,1120.0
1051,-3.4081,43.1188,6100.0
1052,-4.7351,40.1487,1700.0
1053,-2.4411,41.0188,870.0
1054,-4.3309,41.191,700.0
1055,-4.7119,41.4039,430.0
1056,-5.3243,40.2094,2080.0
1057,-5.2485,40.4768,580.0
1058,-4.6868,40.7179,280.0
1059,-2.9397,40.5896,1800.0
1060,0.0022,38.8616,2400.0
1061,-0.6832,42.5174,1600.0
1062,-8.5712,42.1902,5100.0
1063,-3.8597,38.3671,1014.0
1064,-1.6205,40.4976,3200.0
1065,-3.8698,38.3499,1216.0
1066,-4.2994,41.1669,900.0
1067,-1.7222,40.2279,2100.0
1068,-6.2335,42.2507,700.0
1069,-4.2347,38.4088,1100.0
1070,-5.9819,38.7603,1831.0
1071,-0.6238,42.7411,5500.0
1072,-4.3207,41.6342,1850.0
1073,-4.7491,39.6349,908.0
1074,-5.3278,43.1095,3500.0
1075,-5.0478,41.5846,1500.0
1076,-5.0474,41.5848,1500.0
1077,-1.8869,37.0329,1200.0
1078,-6.5669,40.434,3100.0
1079,-2.9481,41.9309,1100.0
1080,-6.2665,41.4507,2100.0
1081,-3.9237,40.9841,2300.0
1082,-4.7766,39.6147,2800.0
1083,-5.45,41.5167,700.0
1084,2.5359,41.9461,1940.0
1085,2.5703,41.9372,1440.0
1086,2.5706,41.9372,1290.0
1087,2.5338,41.902,860.0
1088,2.5031,41.8716,1000.0
1089,2.5187,41.8218,1840.0
1090,2.5195,41.8718,2280.0
1091,2.4569,41.871,1680.0
1092,2.4887,41.8117,1290.0
1093,2.541,41.9002,1140.0
1094,2.4779,42.1398,2200.0
1095,2.5251,42.1475,3300.0
1096,2.7436,42.4097,2700.0
1097,2.5896,41.6599,1600.0
1098,2.5618,41.6733,1500.0
1099,2.4386,41.8962,1300.0
1100,2.4469,41.9052,1900.0
1101,2.7168,41.9951,2100.0
1102,2.7145,42.0065,1300.0
1103,2.9215,41.9878,1700.0
1104,2.5976,41.9715,1500.0
1105,2.5884,41.9706,2200.0
1106,2.5564,42.0171,2600.0
1107,2.6002,41.8786,1000.0
1108,2.693,41.8012,1700.0
1109,2.625,41.786,1400.0
1110,2.6013,41.8213,1400.0
1111,2.5953,41.8328,1100.0
1112,0.7219,42.8466,5100.0
1113,0.8088,42.8133,5400.0
1114,0.814,42.7782,4700.0
1115,0.8404,42.776,4200.0
1116,0.7139,42.674,7400.0
1117,0.7701,42.6213,3500.0
1118,1.7645,42.28,4700.0
1119,1.8322,42.2915,1100.0
1120,1.9496,42.2341,3900.0
1121,1.756,42.0961,2500.0
1122,2.1003,42.2705,1700.0
1123,2.1822,42.2566,2300.0
1124,2.1917,42.2558,2500.0
1125,2.3509,42.1981,2400.0
1126,2.4106,42.2012,1800.0
1127,2.2959,42.108,2600.0
1128,2.3769,42.1051,1800.0
1129,2.3807,42.1077,2500.0
1130,2.4334,42.0757,2900.0
1131,2.4824,42.1395,1700.0
1132,2.5121,42.1512,5800.0
1133,2.9421,42.4689,4600.0
1134,2.4479,41.7935,1880.0
1135,2.4828,41.7982,1330.0
1136,-7.362,43.4262,3900.0
1137,-7.683,42.9848,2700.0
1138,-7.5327,42.9995,1900.0
1139,-6.9807,42.9688,1400.0
1140,-7.2153,42.8518,5300.0
1141,-6.9018,42.8397,3200.0
1142,-7.0949,42.8186,2600.0
1143,-7.0424,42.8145,4300.0
1144,-7.6085,42.7856,3200.0
1145,-7.2748,42.7413,2900.0
1146,-7.1977,42.5883,2100.0
1147,-7.2009,42.4244,2500.0
1148,-8.2177,42.8164,4900.0
1149,-8.1637,42.7788,3000.0
1150,-8.11,42.636,5300.0
1151,-7.79,42.7141,4300.0
1152,-7.7196,42.5633,700.0
1153,-7.4735,42.4112,900.0
1154,-7.0779,42.4574,2200.0
1155,-7.2789,42.3637,1500.0
1156,-7.1597,42.3055,1000.0
1157,-7.1052,42.1673,1600.0
1158,-1.54,42.6916,2800.0
1159,-1.1831,42.6541,4800.0
1160,-1.5756,43.0009,4200.0
1161,-1.5698,42.9873,2100.0
1162,-1.5795,42.9929,2300.0
1163,-1.6166,43.0311,4400.0
1164,-1.6431,43.0436,1900.0
1165,-0.8324,42.9247,3600.0
1166,-0.8335,42.9181,3200.0
1167,-0.903,42.9365,4000.0
1168,-0.8986,42.9214,3800.0
1169,-2.0177,42.9731,3700.0
1170,-2.0057,42.9604,2700.0
1171,-1.9798,42.9665,4900.0
1172,-1.9454,42.9698,2700.0
1173,-1.8906,42.9513,4800.0
1174,-1.8723,42.9421,2500.0
1175,-1.8878,43.0386,2700.0
1176,-1.8815,43.0457,2700.0
1177,-1.5075,43.0775,2600.0
1178,-1.5338,43.0553,7000.0
1179,-1.6382,43.0548,4400.0
1180,-1.5875,43.0723,1500.0
1181,-1.4158,43.2023,1000.0
1182,-1.4448,43.2243,1300.0
1183,-1.4581,43.2335,2900.0
1184,-1.4132,43.1618,4700.0
1185,-1.4806,43.0231,5700.0
1186,-1.5318,43.0373,8300.0
1187,-1.4305,43.0143,4400.0
1188,-1.1526,42.9931,2700.0
1189,-1.1837,42.9773,1100.0
1190,-1.2557,42.9028,2600.0
1191,-1.6612,43.0695,4400.0
1192,-1.6992,43.0753,6700.0
1193,-1.7271,43.1486,2600.0
1194,-1.7705,43.0716,6300.0
1195,-1.8053,43.1143,1600.0
1196,-1.8825,43.125,1100.0
1197,-1.0982,42.4456,3400.0
1198,-0.8393,42.866,3000.0
1199,-0.8374,42.8688,3100.0
1200,-2.1809,42.7826,6300.0
1201,-2.2148,42.8063,2200.0
1202,-2.238,42.8145,3500.0
1203,-1.2515,42.8767,1700.0
1204,-1.3111,42.9361,900.0
1205,-1.3454,43.0302,6700.0
1206,-1.4029,42.9914,2200.0
1207,-1.3793,43.0001,3300.0
1208,-2.0636,42.7988,5200.0
1209,-2.0511,42.7972,2500.0
1210,-1.4493,42.6544,3100.0
1211,-1.0755,42.9855,3100.0
1212,-1.0119,42.9638,3800.0
1213,-1.2038,42.9597,2400.0
1214,-1.2633,42.9804,4500.0
1215,-2.4623,42.6114,4400.0
1216,-2.14,42.7364,4000.0
1217,-2.2547,42.7462,1800.0
1218,-2.0354,42.7842,3000.0
1219,-2.0625,42.9339,3600.0
1220,-1.9383,42.9579,1900.0
1221,-1.9998,42.8676,4700.0
1222,-2.1039,42.864,3000.0
1223,-1.7565,43.0366,2300.0
1224,-1.7537,42.9913,2700.0
1225,-1.8519,43.0508,4100.0
1226,-1.8143,42.8388,3100.0
1227,-1.8039,42.9333,3200.0
1228,-2.0932,42.8417,3000.0
1229,-1.2919,43.0105,4500.0
1230,-2.0966,42.9432,2800.0
1231,-1.7037,42.9772,1500.0
1232,-2.5746,42.765,11000.0
1233,-2.5171,42.7854,1700.0
1234,-2.4079,42.6967,2400.0
1235,-2.3632,42.7694,5600.0
1236,-2.3105,42.7808,6900.0
1237,-2.2333,42.8459,2700.0
1238,-2.3273,42.9231,1200.0
1239,-2.9179,42.9602,2500.0
1240,-2.8713,42.9269,3500.0
1241,-2.8859,42.98,2700.0
1242,-2.8613,43.0295,1100.0
1243,-2.6303,43.0632,1400.0
1244,-2.6674,43.0237,4000.0
1245,-2.7361,43.0239,3500.0
1246,-2.6075,42.9866,2400.0
1247,-3.2302,42.8664,3400.0
1248,-3.2217,42.8889,7300.0
1249,-2.7463,42.6286,5000.0
1250,-2.6573,42.6238,2300.0
1251,-2.0452,43.0994,3700.0
1252,-2.3649,43.0773,2300.0
1253,-2.5537,42.9675,3100.0
1254,-1.894,43.2404,2600.0
1255,-1.8248,43.2523,2100.0
1256,-2.2794,42.9328,4800.0
1257,-2.2104,42.9584,5000.0
1258,-2.0728,42.979,4000.0
1259,-6.6861,37.8888,1900.0
1260,-6.6814,37.8932,2700.0
1261,-6.6791,37.8967,1300.0
1262,-6.6666,37.8956,1500.0
1263,-6.6049,37.9043,1200.0
1264,-6.5528,37.8969,1600.0
1265,-6.5686,37.9017,1200.0
1266,-6.5653,37.8981,900.0
1267,-5.728,37.9493,2500.0
1268,-5.4316,37.8972,2500.0
1269,-5.5722,37.9177,1900.0
1270,-5.2609,36.5785,2200.0
1271,-3.5869,43.1156,2600.0
1272,-3.4266,43.126,6700.0
1273,-3.2952,43.1769,3000.0
1274,-3.3427,43.0651,2100.0
1275,-3.191,43.0232,1700.0
1276,-2.9979,42.9449,4900.0
1277,-3.832,42.9415,1400.0
1278,-3.6978,42.9633,2500.0
1279,-4.1167,42.7147,2800.0
1280,-3.8529,42.6857,2500.0
1281,-3.3372,42.7094,3300.0
1282,-3.1895,42.7045,4900.0
1283,-3.1981,42.35,2600.0
1284,-3.1429,42.3387,3000.0
1285,-5.1983,36.5804,1800.0
1286,-0.9617,38.5381,2200.0
1287,-1.4722,43.0149,5750.0
1288,-6.0488,40.5023,5400.0
1289,-4.9744,40.3899,3166.0
1290,-2.7032,40.6316,2890.0
1291,-2.7255,40.6649,4965.0
1292,-4.5272,41.1258,1150.0
1293,-3.2449,40.9857,1300.0
1294,-4.9906,40.1859,1621.0
1295,-4.9403,40.2391,1920.0
1296,-2.1085,40.766,2900.0
1297,-4.141,39.4316,1720.0
1298,-3.2555,40.9524,3800.0
1299,-4.3328,40.3698,1400.0
1300,-4.1386,40.6116,9300.0
1301,-4.9956,40.3885,2800.0
1302,-2.2536,40.9709,700.0
1303,-1.8857,40.2599,1900.0
1304,-3.227,40.3658,3100.0
1305,-3.544,40.9973,9100.0
1306,-1.8702,41.0147,3017.0
1307,-4.1574,40.5181,1800.0
1308,-2.7403,40.5163,300.0
1309,-4.0001,40.9007,2000.0
1310,-3.2878,41.1351,610.0
1311,-4.967,40.3888,2600.0
1312,-3.2536,41.6901,2020.0
1313,-4.4335,40.3241,200.0
1314,-3.4995,40.857,2400.0
1315,-3.4636,40.8959,1932.0
1316,-2.6186,41.1749,1300.0
1317,-0.0949,40.4364,12100.0
1318,-0.0852,40.436,2100.0
1319,-5.7551,41.1798,800.0
1320,-5.7952,41.1923,500.0
1321,-5.7835,41.1927,700.0
1322,-5.7627,41.1735,300.0
1323,-5.7836,41.1933,300.0
1324,-5.7734,41.1943,200.0
1325,-0.0975,40.9304,1100.0
1326,-0.099,40.9312,700.0
1327,-0.0977,40.9336,1300.0
1328,-0.0977,40.9341,1500.0
1329,-0.3182,41.3213,1000.0
1330,-0.3469,41.3691,3450.0
1331,-0.3456,41.3724,1350.0
1332,-5.8941,41.2324,760.0
1333,-0.023,41.5819,4820.0
1334,-0.0196,41.5801,2260.0
1335,-0.4292,40.5975,2010.0
1336,-0.0908,40.4345,4230.0
1337,-5.8138,41.2706,590.0
1338,-5.8087,41.2662,440.0
1339,-0.4165,40.6645,850.0
1340,-0.4186,40.6619,410.0
1341,-0.3771,40.4925,780.0
1342,-0.6281,40.5224,850.0
1343,-0.6338,40.5268,840.0
1344,-0.5694,40.668,1240.0
1345,-0.4086,40.5901,1270.0
1346,-5.7249,41.1644,670.0
1347,-5.158,40.2357,8200.0
1348,-0.0922,40.4093,2000.0
1349,-4.0072,40.7537,700.0
1350,-3.7627,40.8501,1200.0
1351,-2.4997,37.9451,4300.0
1352,-5.3009,39.9861,6000.0
1353,-4.5027,41.1996,300.0
1354,-4.9909,40.3741,2100.0
1355,-4.1396,40.6128,400.0
1356,-4.7204,40.9839,500.0
1357,-4.5601,41.3158,700.0
1358,-3.8283,40.707,800.0
1359,-4.2159,40.7138,2600.0
1360,-3.6698,41.0399,3000.0
1361,-4.7353,40.1438,1950.0
1362,-3.8977,40.4698,1700.0
1363,-4.7801,41.3127,1300.0
1364,-4.0271,41.4996,200.0
1365,-5.0334,40.4174,3600.0
1366,-4.0263,40.8903,480.0
1367,-3.6274,40.5752,1900.0
1368,-5.1079,39.9863,3241.0
1369,-1.7378,40.6067,6300.0
1370,-3.65,40.8,1300.0
1371,-3.651,41.1089,2587.0
1372,-4.1838,40.651,2000.0
1373,-4.09,38.9425,1600.0
1374,-4.5791,40.3051,2000.0
1375,-2.6166,43.1174,10000.0
1376,-8.4903,43.1508,7600.0
1377,-8.0203,43.2208,5000.0
1378,-8.1103,43.1208,5200.0
1379,-6.2402,43.2808,5100.0
1380,-6.0102,43.3108,2600.0
1381,-8.4403,42.5908,6900.0
1382,-8.3203,43.0108,8900.0
1383,-7.4503,43.0808,10300.0
1384,-7.1002,43.1308,5200.0
1385,-6.5802,43.1508,7100.0
1386,-6.3402,43.1808,8400.0
1387,-5.4601,43.2408,2900.0
1388,-5.2201,43.2708,4500.0
1389,-7.1902,43.0308,7400.0
1390,-6.5502,43.0608,3500.0
1391,-5.2001,43.1908,4100.0
1392,-8.1503,42.4607,2500.0
1393,-7.5203,42.4908,4600.0
1394,-7.4003,42.5107,5300.0
1395,-7.2802,42.5308,6800.0
1396,-7.1602,42.5508,4900.0
1397,-5.5401,43.0608,6400.0
1398,-5.4201,43.0808,4000.0
1399,-4.0601,43.2008,4300.0
1400,-8.3603,42.3407,3300.0
1401,-8.2403,42.3607,6900.0
1402,-7.2602,42.4508,4700.0
1403,-6.1502,42.5508,5400.0
1404,-5.1601,43.0308,3700.0
1405,-4.4001,43.0708,2000.0
1406,-3.29,43.1508,2100.0
1407,-3.05,43.1708,3100.0
1408,-2.41,43.2008,8600.0
1409,-8.4503,42.2407,6900.0
1410,-7.5803,42.3107,3400.0
1411,-6.2502,42.4508,3300.0
1412,-5.4901,42.5008,5500.0
1413,-4.2601,43.0008,9100.0
1414,-3.27,43.0708,1900.0
1415,-3.02,43.1008,3900.0
1416,-2.51,43.1108,2800.0
1417,-2.38,43.1208,6100.0
1418,-2.27,43.1308,7000.0
1419,-8.3103,42.1707,3700.0
1420,-7.3302,42.2607,900.0
1421,-5.5901,42.4008,4100.0
1422,-5.3501,42.4308,1300.0
1423,-5.2301,42.4408,1300.0
1424,-5.1201,42.4608,4700.0
1425,-4.4801,42.4908,3300.0
