,Longitude,Latitude,Na [mg/kg]
609,-5.4668,42.4174,23.0
610,-4.9834,42.4674,23.0
611,-6.2169,42.3174,23.0
612,-6.1168,42.3007,46.0
613,-5.5668,42.2341,69.0
614,-5.4001,42.3007,46.0
615,-5.4001,42.2841,69.0
616,-5.3835,42.2674,46.0
617,-5.8168,42.1507,46.0
618,-5.6168,42.8008,115.0
619,-5.4335,42.3841,69.0
620,-5.0334,42.6341,46.0
621,1.0002,42.5674,115.0
622,1.0169,42.5674,115.0
623,1.4003,42.5508,138.0
624,1.4341,41.8796,69.0
625,1.4003,41.8007,69.0
626,1.3752,41.7196,23.0
627,0.5335,41.5341,46.0
628,1.2975,41.6052,138.0
629,1.3919,41.7757,46.0
630,1.4003,41.7757,23.0
631,1.4003,41.7841,23.0
632,1.3919,41.7924,23.0
633,0.6002,41.5591,46.0
634,1.6808,42.4199,805.0
635,1.4286,42.5908,46.0
636,0.5835,41.5257,46.0
637,0.4169,41.3174,92.0
638,-7.7503,43.3508,115.0
639,-7.4169,43.3841,69.0
640,-7.3836,43.4675,207.0
641,-7.2669,43.4841,23.0
642,-7.7336,43.2174,460.0
643,-7.6003,43.2674,69.0
644,-7.5336,43.2674,23.0
645,-7.5336,43.2841,23.0
646,-7.4669,43.2841,23.0
647,-7.4336,43.2008,23.0
648,-7.6003,43.1008,23.0
649,-7.4669,43.1508,23.0
650,-7.0669,43.1341,207.0
651,-7.817,42.8841,115.0
652,-7.7336,42.9008,23.0
653,-7.5003,42.8841,92.0
654,-7.1669,42.8841,184.0
655,-7.7003,42.8174,460.0
656,-7.4336,42.8008,69.0
657,-7.4003,42.7841,69.0
658,-7.5003,42.7008,92.0
659,-7.7669,42.5841,69.0
660,-7.4669,42.5841,69.0
661,-7.5169,42.4841,230.0
662,-7.123,42.6658,46.0
663,-7.4725,43.4302,322.0
664,-3.6153,41.1174,23.0
665,-3.8667,40.884,23.0
666,-3.7,40.9674,46.0
667,-3.75,40.834,46.0
668,-4.0834,40.7507,92.0
669,-3.9505,40.8629,23.0
670,-3.8,40.834,23.0
671,-4.1497,40.5679,460.0
672,-4.0667,40.6507,69.0
673,-3.9001,40.6174,115.0
674,-3.6667,40.5507,46.0
675,-3.6167,40.5507,184.0
676,-3.45,40.6174,3082.0
677,-3.3,40.5674,414.0
678,-3.2667,40.5174,23.0
679,-4.3334,40.3674,92.0
680,-4.0334,40.4007,299.0
681,-3.6667,40.3507,138.0
682,-3.5334,40.4174,92.0
683,-4.4668,40.284,161.0
684,-4.0667,40.3174,92.0
685,-3.6,40.3174,92.0
686,-3.4,40.2507,69.0
687,-3.5834,40.1174,391.0
688,-3.3,40.1007,598.0
689,-3.25,40.1507,23.0
690,-3.7667,39.934,115.0
691,-3.7834,39.934,46.0
692,-3.6,40.7507,23.0
693,-3.6167,40.834,23.0
694,-3.6334,40.8507,23.0
695,-3.7167,40.9674,23.0
696,-4.2167,40.5007,23.0
697,-4.6501,37.0006,23.0
698,-4.7668,36.8506,115.0
699,-4.7501,36.8339,138.0
700,-4.5134,36.9653,23.0
701,-4.4506,36.9839,23.0
702,-4.4504,36.9839,46.0
703,-4.6234,36.72,23.0
704,-4.5906,36.7634,368.0
705,-4.6987,36.6945,368.0
706,-4.6584,36.7089,207.0
707,-4.5923,36.6867,322.0
708,-4.3667,36.7673,230.0
709,-4.2667,36.8173,69.0
710,-3.9834,36.8173,46.0
711,-4.8501,36.5173,23.0
712,-4.7668,36.5673,92.0
713,-4.6606,36.6934,23.0
714,-4.6254,36.7495,414.0
715,-4.5695,36.6887,322.0
716,-4.5426,36.9559,299.0
717,-4.5498,36.9517,23.0
718,-4.5568,36.9539,23.0
719,-1.2999,38.584,23.0
720,-1.7874,38.3109,69.0
721,-1.051,38.3254,644.0
722,-2.2833,38.0173,483.0
723,-1.4663,38.1359,115.0
724,-1.1332,38.1006,23.0
725,-1.4666,37.984,69.0
726,-1.4166,37.9673,161.0
727,-1.3666,37.934,161.0
728,-1.0666,37.8673,92.0
729,-1.1499,37.9506,92.0
730,-1.6999,37.7173,230.0
731,-1.6499,37.7673,322.0
732,-1.5333,37.7006,391.0
733,-1.6249,37.4839,23.0
734,-1.2827,37.6659,299.0
735,-1.0735,37.7692,46.0
736,-1.0166,37.6839,69.0
737,-0.9332,37.834,161.0
738,-0.8166,37.6506,667.0
739,-1.7999,37.6673,92.0
740,-1.7666,37.6006,299.0
741,-1.7699,37.6403,345.0
742,-1.6999,37.6339,368.0
743,-1.6916,37.5839,161.0
744,-1.4332,37.6006,621.0
745,-1.1832,37.6506,575.0
746,-0.7332,37.6339,23.0
747,-2.0666,38.0006,115.0
748,-1.7035,43.2155,161.0
749,-1.8666,43.1841,69.0
750,-1.5746,43.1719,46.0
751,-1.481,43.2452,23.0
752,-1.8638,43.0961,46.0
753,-1.6194,43.073,23.0
754,-1.461,43.1208,69.0
755,-2.0608,42.8688,23.0
756,-1.9666,42.9841,69.0
757,-1.8249,42.8685,69.0
758,-1.6019,42.9911,46.0
759,-1.281,42.9397,23.0
760,-1.3466,42.9783,23.0
761,-1.126,42.9572,69.0
762,-1.081,42.9083,46.0
763,-1.0946,42.8658,23.0
764,-0.8252,42.8741,23.0
765,-2.17,42.8341,69.0
766,-1.8619,42.7841,23.0
767,-1.6671,42.8135,69.0
768,-1.7141,42.7327,92.0
769,-1.5555,42.7508,69.0
770,-1.4916,42.8327,46.0
771,-1.3824,42.7655,69.0
772,-1.186,42.7041,69.0
773,-0.8604,42.8124,23.0
774,-1.0866,42.6785,23.0
775,-0.9938,42.7035,69.0
776,-2.0041,42.6563,23.0
777,-1.6305,42.6063,46.0
778,-1.4068,42.6299,46.0
779,-1.3638,42.628,23.0
780,-1.2105,42.6166,46.0
781,-2.35,42.4841,23.0
782,-1.4944,42.3299,575.0
783,-2.35,42.0674,23.0
784,-2.0333,42.4077,69.0
785,-1.4999,42.2507,1633.0
786,-1.7958,42.3874,621.0
787,-1.7666,43.0091,23.0
788,-2.2,42.8674,23.0
789,-2.175,42.8591,23.0
790,-1.6333,42.7841,46.0
791,-1.6333,42.6508,46.0
792,-1.3332,42.6841,46.0
793,-8.067,42.4507,46.0
794,-6.9669,42.4008,184.0
795,-6.9836,42.3507,115.0
796,-7.7336,42.3341,115.0
797,-7.6003,42.3174,23.0
798,-7.6503,42.2341,23.0
799,-7.4836,42.3341,23.0
800,-7.5003,42.3007,23.0
801,-7.3628,42.1924,184.0
802,-7.2669,42.2341,138.0
803,-7.0336,42.2341,23.0
804,-8.067,42.1341,23.0
805,-7.8169,42.0841,345.0
806,-7.7503,42.0674,23.0
807,-7.4503,42.0507,46.0
808,-7.3044,42.1174,207.0
809,-6.9836,42.0507,23.0
810,-8.1003,41.9507,207.0
811,-6.8927,42.4633,23.0
812,-4.4334,43.0008,23.0
813,-4.7668,42.6341,23.0
814,-4.7183,42.0674,138.0
815,-4.7001,42.1007,23.0
816,-4.6334,42.0341,138.0
817,-4.6334,42.0674,1564.0
818,-8.717,42.6771,828.0
819,-8.567,42.6841,529.0
820,-8.317,42.7508,368.0
821,-8.1003,42.7174,138.0
822,-8.7003,42.6508,299.0
823,-8.6871,42.6548,460.0
824,-8.6861,42.6548,46.0
825,-8.6503,42.5674,322.0
826,-8.5503,42.5341,460.0
827,-8.3503,42.5674,253.0
828,-8.117,42.6508,161.0
829,-8.167,42.6008,460.0
830,-7.9336,42.6341,138.0
831,-8.767,42.5007,460.0
832,-8.5003,42.3841,161.0
833,-8.5503,42.2344,92.0
834,-8.317,42.2785,69.0
835,-8.6337,42.1341,23.0
836,-6.4169,41.0007,230.0
837,-5.5001,41.1007,138.0
838,-5.2335,41.0507,460.0
839,-5.9668,40.884,92.0
840,-5.8168,40.9507,115.0
841,-6.1168,40.7007,23.0
842,-5.6668,40.7007,23.0
843,-5.6001,40.7007,23.0
844,-5.6001,40.6674,23.0
845,-5.3668,40.7674,23.0
846,-6.2669,40.6174,23.0
847,-6.2669,40.5674,46.0
848,-6.3335,40.534,23.0
849,-6.2002,40.5674,46.0
850,-6.1835,40.6507,46.0
851,-6.1335,40.584,23.0
852,-6.1571,40.516,23.0
853,-6.6002,40.4174,23.0
854,-5.8002,40.3674,46.0
855,-5.7668,40.3507,69.0
856,-5.7502,40.3674,46.0
857,-6.1335,40.5507,46.0
858,-6.1335,40.6174,115.0
859,-5.7168,40.3507,115.0
860,-6.7168,40.2844,46.0
861,-6.7335,40.284,46.0
862,-6.053,40.5535,46.0
863,-6.1339,40.5842,46.0
864,-5.2835,40.834,46.0
865,-5.2168,40.9007,23.0
866,-5.5668,41.084,23.0
867,-5.2335,41.084,69.0
868,-5.3335,41.0674,46.0
869,-5.5168,41.1507,23.0
870,-3.7834,41.5174,23.0
871,-4.3001,41.3841,46.0
872,-3.5834,41.4841,23.0
873,-3.4667,41.3507,23.0
874,-3.3333,41.3674,23.0
875,-3.5834,41.3174,460.0
876,-3.5667,41.284,23.0
877,-3.5,41.284,23.0
878,-3.45,41.2674,23.0
879,-3.4834,41.234,23.0
880,-3.8334,41.0674,46.0
881,-3.8167,41.1174,115.0
882,-5.7001,37.934,23.0
883,-5.6501,37.884,23.0
884,-5.5835,37.8506,69.0
885,-6.4544,37.7034,23.0
886,-6.1501,37.7339,23.0
887,-6.1502,37.734,23.0
888,-5.3668,37.7673,46.0
889,-5.9668,37.4839,115.0
890,-5.9168,37.4173,69.0
891,-5.4835,37.4839,23.0
892,-5.3668,37.4839,253.0
893,-5.3168,37.4339,529.0
894,-5.3668,37.3506,3404.0
895,-5.2168,37.4673,391.0
896,-6.3168,37.2339,621.0
897,-6.2002,37.2506,46.0
898,-6.1002,37.2839,23.0
899,-5.5168,37.2673,115.0
900,-2.9833,41.8674,69.0
901,-2.7333,41.7841,253.0
902,-2.7,41.7841,253.0
903,-2.75,41.7507,92.0
904,-2.75,41.7007,69.0
905,-2.5333,41.7007,736.0
906,-2.5,41.7174,115.0
907,-2.45,41.8174,161.0
908,-2.9333,41.6507,115.0
909,-2.9833,41.5507,23.0
910,-2.5444,41.5674,46.0
911,-2.55,41.5174,23.0
912,-2.525,41.5841,92.0
913,-3.5,41.5674,46.0
914,-3.4,41.6174,23.0
915,-2.6667,41.8174,46.0
916,-2.7167,41.8174,46.0
917,1.0336,41.3841,230.0
918,1.2502,41.384,46.0
919,0.9836,41.309,23.0
920,0.5669,41.1174,23.0
921,0.6335,41.0507,46.0
922,0.6002,40.7451,115.0
923,0.6335,40.7507,69.0
924,0.6669,40.784,92.0
925,0.6002,40.7674,69.0
926,0.5335,40.7674,230.0
927,0.8335,40.7174,115.0
928,0.6835,40.7007,1265.0
929,1.1847,41.3904,46.0
930,-0.5665,40.984,69.0
931,-0.7704,40.8149,207.0
932,-0.7796,40.7971,276.0
933,-0.7035,40.7674,345.0
934,-0.0998,40.8007,46.0
935,-0.2998,40.5174,69.0
936,-1.5666,40.484,46.0
937,-1.5499,40.634,207.0
938,-1.6833,40.5674,230.0
939,-1.4332,40.284,46.0
940,-1.3666,40.3345,46.0
941,-1.4166,40.2007,230.0
942,-0.7499,40.284,23.0
943,-0.4665,40.3007,46.0
944,-0.2998,40.7174,46.0
945,-0.7688,40.8026,92.0
946,-0.7765,40.8015,92.0
947,-0.7785,40.8076,46.0
948,-0.7838,40.8026,46.0
949,-0.7868,40.8013,46.0
950,-0.7777,40.7888,69.0
951,-0.7079,40.7693,276.0
952,-4.7668,40.2632,460.0
953,-3.85,40.0674,23.0
954,-3.8334,40.034,23.0
955,-3.8,40.0507,46.0
956,-3.8,40.0174,23.0
957,-4.3334,39.834,23.0
958,-3.7167,39.9174,4784.0
959,-3.6334,39.8507,5382.0
960,-3.4667,39.9507,4232.0
961,-3.3167,39.934,207.0
962,-3.4834,39.884,92.0
963,-3.2833,39.884,161.0
964,-3.55,39.8173,46.0
965,-3.7167,39.7673,1311.0
966,-3.7334,39.7007,161.0
967,-3.3667,39.784,368.0
968,-3.25,39.734,1265.0
969,-3.4167,39.6673,46.0
970,-3.6834,39.684,46.0
971,-3.7167,39.684,92.0
972,-3.3667,39.8507,161.0
973,-3.4334,39.634,23.0
974,-1.4499,40.134,69.0
975,-0.9332,39.8507,207.0
976,-1.2499,39.734,161.0
977,-1.1332,39.684,115.0
978,-1.0999,39.7507,69.0
979,-1.0832,39.734,92.0
980,-1.1832,39.8173,92.0
981,-0.9332,39.7507,161.0
982,-0.9666,39.684,115.0
983,-0.8499,39.8173,575.0
984,-0.6665,39.8173,69.0
985,-0.7165,39.7007,46.0
986,-0.6999,39.784,46.0
987,-0.4832,39.7007,69.0
988,-0.2498,39.7173,138.0
989,-0.1998,39.7007,23.0
990,-1.2166,39.534,115.0
991,-1.1332,39.484,69.0
992,-1.1666,39.6673,207.0
993,-0.9499,39.5507,230.0
994,-0.7999,39.6507,115.0
995,-0.8666,39.5173,253.0
996,-0.6999,39.534,276.0
997,-0.5999,39.7007,207.0
998,-0.5832,39.5673,69.0
999,-0.4332,39.584,1104.0
1000,-0.4332,39.5673,506.0
1001,-0.3165,39.6334,299.0
1002,-0.3165,39.6007,414.0
1003,-0.2832,39.584,207.0
1004,-1.0999,39.4007,690.0
1005,-1.0416,39.3882,92.0
1006,-0.5499,38.8173,69.0
1007,-0.5999,39.384,46.0
1008,-0.5332,39.484,69.0
1009,-0.4332,39.4507,92.0
1010,-0.3165,39.184,207.0
1011,-1.2166,39.0673,23.0
1012,-1.1999,39.0673,69.0
1013,-1.0666,39.1007,138.0
1014,-0.2524,39.1015,23.0
1015,-0.6832,38.984,23.0
1016,-0.5665,38.8506,46.0
1017,-0.1998,38.884,69.0
1018,-0.0332,38.8673,92.0
1019,-0.0665,38.884,184.0
1020,-0.8499,38.834,345.0
1021,-0.6665,38.8006,23.0
1022,-5.1501,42.1841,23.0
1023,-5.2501,42.1674,92.0
1024,-4.4668,41.5674,414.0
1025,-5.1168,41.2174,115.0
1026,-5.0501,41.234,161.0
1027,-4.9334,41.2507,115.0
1028,-4.9334,41.3007,1127.0
1029,-4.8668,41.3174,230.0
1030,-4.5334,41.5507,115.0
1031,-4.8668,41.4674,46.0
1032,-4.9168,41.4174,46.0
1033,-4.9501,41.2007,23.0
1034,-4.7001,41.5507,23.0
1035,-2.8,43.3841,46.0
1036,-2.7167,43.3841,69.0
1037,-3.3167,43.2341,46.0
1038,-3.1167,43.2008,46.0
1039,-2.8667,43.2841,46.0
1040,-2.8944,43.2891,46.0
1041,-2.8667,43.2508,46.0
1042,-2.8167,43.2675,23.0
1043,-2.7833,43.2174,46.0
1044,-2.7,43.3175,23.0
1045,-2.7,43.3008,92.0
1046,-2.65,43.1841,46.0
1047,-2.8833,43.0841,46.0
1048,-2.75,43.1508,46.0
1049,-2.5,43.1174,23.0
1050,-3.0,42.9841,161.0
1051,-2.9,43.3841,69.0
1052,-2.6166,43.1174,184.0
1053,-6.7502,42.1507,23.0
1054,-6.3502,42.0341,161.0
1055,-5.6168,42.0841,207.0
1056,-5.6168,42.0202,46.0
1057,-5.7002,41.8841,46.0
1058,-6.0835,41.8174,207.0
1059,-5.8168,41.7507,92.0
1060,-5.9668,41.7841,184.0
1061,-5.5168,41.4174,92.0
1062,-5.4668,41.3174,69.0
1063,-5.4168,41.3674,161.0
1064,-1.1166,42.1174,644.0
1065,-1.7499,41.9174,184.0
1066,-1.6833,41.9007,207.0
1067,-1.7499,41.8841,138.0
1068,-1.6999,41.8716,161.0
1069,-0.5499,41.8007,276.0
1070,-0.5332,41.7507,46.0
1071,-1.6999,41.6341,46.0
1072,-1.3499,41.3674,46.0
1073,-2.5501,37.7366,1.0
1074,-3.8667,40.7507,1.0
1075,-3.8667,40.784,2.0
1076,-3.9001,40.784,2.0
1077,-3.85,40.734,1.0
1078,-3.8653,40.734,1.0
1079,-3.8667,40.7342,2.0
1080,-5.3506,36.7505,1.0
1081,-5.3503,36.7505,1.0
1082,-5.3501,36.7507,1.0
1083,-5.4169,36.767,1.0
1084,-5.4168,36.7673,1.0
1085,-5.3502,36.7516,1.0
1086,-5.3668,36.7506,1.0
1087,-5.3501,36.7506,1.0
1088,-5.3497,36.7508,1.0
1089,-5.3501,36.7506,1.0
1090,-0.6999,38.1006,2.0
1091,0.6669,41.6507,1.0
1092,0.6335,41.7174,1.0
1093,-0.7332,38.484,11.0
1094,1.5003,42.0007,1.0
1095,1.4997,41.9998,1.0
1096,1.5002,42.0006,1.0
1097,1.5001,42.0002,1.0
1098,1.5002,42.0173,1.0
1099,0.0167,41.334,1.0
1100,2.0006,41.3333,1.0
1101,-4.1167,40.7007,1.0
1102,-4.0167,39.8507,1.0
1103,-2.5512,37.7506,1.0
1104,-2.7333,37.5506,7.0
1105,-2.5645,37.5833,4.0
1106,-2.5704,37.584,5.0
1107,-2.5666,37.5839,3.0
1108,-2.5666,37.584,6.0
1109,-2.5662,37.5841,2.0
1110,-2.7,37.6006,2.0
1111,-3.7167,37.1005,2.0
1112,-3.718,37.0997,1.0
1113,-3.9167,37.0839,5.0
1114,-2.05,36.8173,1.0
1115,-2.1,36.8173,1.0
1116,-2.1166,36.7839,1.0
1117,-1.8999,37.4839,1.0
1118,-3.0833,37.3173,6.0
1119,-3.1831,37.3173,1.0
1120,-4.6668,40.4674,2.0
1121,-4.5168,40.534,1.0
1122,-4.4001,40.5674,1.0
1123,-5.7502,40.1007,1.0
1124,-5.7502,40.0507,1.0
1125,-6.4669,40.4507,1.0
1126,-2.7,38.0006,2.0
1127,-2.7,38.0006,2.0
1128,-2.6998,37.9766,2.0
1129,-2.9266,37.9006,1.0
1130,-2.9,37.9006,2.0
1131,-3.3333,41.084,1.0
1132,-3.4,41.2507,1.0
1133,-6.3524,37.0519,1.0
1134,-6.3519,37.0503,2.0
1135,-6.3402,37.0352,3.0
1136,-2.9501,38.0673,1.0
1137,-2.9477,38.0662,2.0
1138,-2.9594,38.0673,1.0
1139,-6.4085,37.0864,2.0
1140,-2.9019,37.8985,1.0
1141,-2.8833,37.9006,2.0
1142,-2.95,38.0674,2.0
1143,-2.9003,37.9003,1.0
1144,-4.2667,43.0674,1.0
1145,-8.5336,42.8668,1.0
1146,-3.4,40.1174,1.0
1147,-3.4167,40.1507,1.0
1148,-4.5501,40.1674,1.0
1149,-4.3001,40.2674,1.0
1150,-4.5398,40.165,1.0
1151,-4.7501,40.1507,1.0
1152,-4.7168,40.134,1.0
1153,-4.8834,39.884,1.0
1154,-3.9,39.9007,1.0
1155,-5.2668,40.4174,1.0
1156,-5.3501,40.434,1.0
1157,2.6502,39.6831,1.0
1158,2.6501,39.6832,2.0
1159,2.6503,39.6842,1.0
1160,2.0003,41.3174,1.0
1161,-1.1166,39.084,1.0
1162,-1.1999,39.0173,1.0
1163,-0.9832,39.0507,1.0
1164,-0.9666,39.1007,4.0
1165,-0.9332,39.0173,1.0
1166,-1.1666,39.134,1.0
1167,-0.8999,39.1007,1.0
1168,-1.0999,39.0673,1.0
1169,1.9003,41.4341,1.0
1170,-8.017,42.9008,1.0
1171,-8.0003,43.6841,1.0
1172,-8.0003,43.6841,1.0
1173,1.8836,41.434,1.0
1174,1.9836,41.6353,1.0
1175,-3.8667,43.1841,1.0
1176,-4.8168,43.1508,1.0
1177,-2.4166,43.1008,1.0
1178,-2.1826,43.1802,1.0
1179,-5.3501,39.4673,1.0
1180,-5.4001,39.4673,2.0
1181,-5.4001,39.4674,1.0
1182,-4.9501,40.934,1.0
1183,-4.9334,41.284,1.0
1184,-5.5001,41.084,1.0
1185,0.0168,42.3007,1.0
1186,0.1502,42.3841,1.0
1187,-1.851,38.1008,8.0
1188,-1.851,38.1006,9.0
1189,-1.8495,38.1007,5.0
1190,-1.8499,38.1018,2.0
1191,-1.8511,38.1011,10.0
1192,-2.7667,37.4839,1.0
1193,-1.7001,37.6669,70.0
1194,-1.8166,37.5673,8.0
1195,-1.7,37.6673,10.0
1196,-1.4298,37.6011,32.0
1197,-1.9833,37.0006,4.0
1198,-1.9499,36.9506,2.0
1199,-2.0166,36.8506,1.0
1200,-3.3834,36.8839,1.0
1201,-2.4333,36.8339,6.0
1202,-2.2166,36.8839,2.0
1203,-1.8666,37.2506,1.0
1204,-2.4406,37.5344,3.0
1205,-1.4996,37.7673,15.0
1206,-1.4157,37.8506,188.0
1207,-1.4149,37.8503,14.0
1208,-1.4999,37.7683,20.0
1209,-0.951,37.734,2.0
1210,-1.3888,37.7978,1.0
1211,-4.668,39.568,1.0
1212,-4.5801,37.5478,1.0
